id,img,preview,publish_time,title,type
45,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/45/cover.jpg,无人驾驶赛道热度不减，在“萝卜快跑”之后，深圳自动驾驶公交也要来了！这家全球商用车智能化头部企业自主研发的L2/L2+自动驾驶AEBS解决方案已在国内出租及公交落地销售，公司多款产品获欧标认证，与国内多家主流整车厂商取得欧标定点合作。受益于海外市场需求旺盛，上半年净利同比预增超100%，且已制定举措应对海外宏观风险。,1721123505706,机构调研丨深耕商用车智能化，这家公司自研的L2/L2+AEBS解决方案已应用在国内出租及公交上，多款产品获欧标认证,1
44,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/44/cover.jpg,7月16日，港股果链概念股全面爆发。消息面来看，美东时间7月15日，苹果股价收涨1.68%，报234.41美元/股，再创历史收盘新高，总市值达3.59万亿美元，稳坐美股市值第一宝座。大摩宣布将苹果公司的目标价从216美元上调至273美元。这家果链细分龙头，上半年利润预计翻倍增长。北美大客户AI终端落地+头部安卓客户销量回暖，带动光学元器件业务增长。布局智能座舱及自动驾驶领域，有望开启新成长曲线。,1721119303840,机构调研丨苹果股价创新高引爆果链概念，这家果链细分龙头上半年利润预计翻倍，汽车智能化业务有望开启新成长曲线,1
40,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/40/cover.jpg,近期在第14届中国汽车论坛上，工信部副部长辛国斌表示，要巩固扩大智能网联新能源汽车产业发展优势，推动汽车产业转型升级发展。  这家国产汽车龙头7月至今已获16家机构密集调研，预计二季度业绩环比大增，盈利拐点向上。下半年新能源产品周期有望开启，携手华为，稳步推进发力智能化。,1721012215148,机构调研丨智能网联汽车利好不断，这家国产汽车龙头与华为合作推进智能化，下半年新能源产品周期有望开启,1
34,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/34/cover.jpg,铜价维持高位，这家公司主营矿用橡胶耐磨备件，上半年净利同比预增超50%，7月已获超百家机构调研关注。公司有望充分受益铜价的持续走高和橡胶复合备件的渗透加快，叠加下半年海外生产基地产能释放，公司的盈利水平将进一步提升。,1720540800000,机构调研丨铜价维持高位，这家矿用耐磨备件公司上半年净利同比预增超50%，海外生产基地下半年将陆续释放产能,1
22,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/22/cover.jpg,7月，A股迎来半年报预告高峰期，多只业绩预喜个股股价逆市上涨。其中，这家LED产业头部公司获113家机构密集调研，上半年预计实现归母净利润同增超21%。布局LED全产业链，公司称目前LED芯片、COB直显等产品出货量已处于行业前列，机构预计Mini LED行业渗透率持续增长下公司有望持续受益。,1720540800000,机构调研丨细分产品出货量处行业前列，这家LED头部公司半年报预喜！机构预计有望持续受益于Mini LED渗透率增长,1
31,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/31/cover.jpg,7月5日，国常会审议通过《全链条支持创新药发展实施方案》，创新药行业迎来政策利好。这家公司Nectin-4 ADC创新药是全球同靶点药物中首个在宫颈癌、食管癌以及乳腺癌适应症披露临床有效性数据的品种，在尿路上皮癌适应症的临床研究进度全球第二，现已推进至III期临床试验。2024年开始公司现金流入整体处于收获期。,1720454400000,机构调研丨创新药行业迎来政策利好，这家公司Nectin-4 ADC多适应症快速推进临床研究，获近百家机构密集调研,1
32,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/32/cover.jpg,上半年净利预计同比增超40%！这家国产主动脉介入龙头单日获超270家机构集中调研，海外并购加速国际化布局，拟通过此次收购建立欧洲市场业务平台，且多款创新产品即将进入欧洲市场。,1720108800000,机构调研丨上半年净利同比预增超40%，这家创新医疗器械龙头获上百家机构关注，海外并购加速国际化布局,1
27,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/27/cover.jpg,A股半年报披露将于7月中旬拉开帷幕，这家特种水产公司将成为沪市第二家披露中报的上市公司，近期超80家机构前往调研。鳗鱼价格走高+鳗鱼出池量突破历史同期新高，公司预计上半年净利扭亏为盈，同比预增超270%。饲料业务相关原料价格显著回归，盈利能力持续改善。,1719936000000,机构调研丨鳗鱼价格走高叠加出池量突破历史同期新高，这家特种水产公司连涨三日，上半年预计扭亏为盈,1
23,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/23/cover.jpg,这家公司水务环保业务规模居西部首位、全国前列，成都主城区业务市占率100%，今年4月成都污水处理服务费上调约22%，有望助力业务毛利率提升。公司财务结构稳健，分红能力有望不断增强。,1719763200000,机构调研丨这家公司水务环保业务规模居全国前列，成都污水处理服务费上调有望带来毛利率提升，未来将适当提高分红比例,1
18,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/18/cover.jpg,地产行业情绪明显回暖，逆市大涨4.71%。受益于地产板块大涨，这家主营家居的公司今日收涨，且近期获机构公开调研。直营+加盟模式下，线下门店数量持续扩张。已实现数字化转型，与华为签订战略合作协议，海外业务持续布局。,1719763200000,机构调研丨地产大涨带动家居板块，这家公司“牵手”华为加码数智化，持续布局海外业务,1
26,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/26/cover.jpg,受益于旗下次新芯片产品放量和智能化渗透加速，这家物联网器件供应商预计前5个月净利同比大增123.51%、5月营收创单月历史新高，获124家机构关注调研。公司是全球Wi-Fi MCU通信芯片细分领域龙头供应商，预计多款相关芯片新品或在明年陆续进入高速增长期；Q2已开启主动补库周期，全年40%毛利率目标有望达成，业绩或逐季增长。,1719504000000,机构调研丨前五月净利预增超120%！这家物联网器件供应商全球Wi-Fi MCU市场份额第一，多款相关芯片新品明年有望进入高速增长期,1
35,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/35/cover.jpg,行业景气度有所回升，这家PCB样板制造商加大封装基板投入，公司CSP封装基板产能利用率逐季提升，将适时启动扩产计划；FCBGA封装基板已通过数家客户的工厂审核并交付样品订单，珠海工厂已进入小批量生产阶段，广州工厂一期产能已建成，预期于2024年第三季度完成产品认证之后进入量产阶段。,1719417600000,机构调研丨行业景气度有望持续回升，这家公司CSP封装基板产能利用率逐季提升，FCBGA项目量产在即,1
16,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/16/cover.jpg,近来，AI相关话题热度持续升温。周末，科技巨头苹果公司在AI领域又传出三则大消息！这家公司今年Q1净利同比翻倍增长，已提前布局AI服务器和数据中心，有望受益于智能手机景气复苏。公司车规产品已成为全球顶级汽车电子厂商及众多新能源汽车企业的正式供应商，LTCC业务增速亮眼，一体成型电感放量在即。,1719299695631,机构调研丨消费电子复苏+AI新领域拓展，这家公司Q1净利同比翻倍，已提前布局AI服务器和数据中心业务,1
25,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/25/cover.jpg,受益于AI服务器需求持续旺盛，PCB行业一季度淡季不淡。这家PCB供应商Q1业绩同比增超八成，2月至今股价翻倍，公司着重发力数据中心及汽车领域，需求改善带来订单增长，同时封装基板业务产能加速释放。,1719244800000,机构调研丨2月至今股价翻倍，这家PCB龙头一季度净利同比增超八成，着重发力数据中心及汽车领域,1
842,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/842/cover.jpg,这家消费电子龙头三大核心业务协同发展，Q3净利润超指引上限。莱尼整合进展超预期，汽车业务开启第二成长曲线。AI算力需求高增，提前布局的AI数据中心相关业务，多款产品已批量交付。,1762306200000,受益于AI算力+汽车智能化高景气，这家消费电子龙头Q3净利润超指引上限,1
794,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/794/cover.jpg,AI浪潮下，存储产品涨价或将延续。国内这家刻蚀硅材料龙头的硅零部件产品是存储芯片制造核心耗材，下游客户覆盖长江存储、北方华创等厂商，业绩弹性有望受益市场新机会。同时，公司已于二季度小幅增加硅片生产量。,1759195800000,这家公司硅零部件产品为存储芯片制造核心耗材，下游客户覆盖长江存储等丨机构调研,1
682,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/682/cover.jpg,这家国产掩膜版龙头已实现180nm工艺节点半导体芯片掩膜版量产，正在推进28nm半导体芯片所需的掩膜版工艺开发规划。公司产能持续扩充，近期用于高精度掩膜版生产基地建设项目一期和高端半导体掩膜版生产基地建设项目一期的定增落地。,1754013600000,机构调研丨定增落地，这家国产光罩龙头正在推进28nm工艺产品开发规划,1
566,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/566/cover.jpg,这家国内可穿戴SOC龙头一季度营收利润创单季历史新高，连续5个季度毛利率环比提升。公司新一代智能可穿戴芯片已于2024年量产落地，2025年预计将在TWS耳机、智能手表、智能眼镜等产品中全面应用。,1748568600000,机构调研丨这家平台型SoC龙头连续5个季度毛利率环比提升，新一代智能可穿戴芯片已量产落地,1
561,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/561/cover.jpg,这家公司仿创CRO双布局，目前有数十项创新产品处于研发阶段，已建立自主多肽创新药物建库筛选体系和特色品种适应症管线布局，多款产品处于临床试验阶段。并牵手华为，共建AI多肽分子大模型平台。,1748397600000,机构调研丨这家公司仿创CRO双布局，目前有数十项创新产品处于研发阶段,1
557,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/557/cover.jpg,这家公司定位为“汽车+机器人Tier1”，2024年新项目订单金额规模再创新高，一季度全球新获全生命周期订单157亿元，在手订单充沛，并加速拓展至具身智能机器人产业链上下游。,1748309400000,机构调研丨这家公司一季度全球新获全生命周期订单157亿元，进军具身智能机器人市场,1
531,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/531/cover.jpg,这家智能运动控制领域龙头发布DH系列（DexHand）灵巧手解决方案，首款型号将于Q2起试产试销。,1747186200000,机构调研丨近一个月累涨超40%，这家公司发布灵巧手解决方案，Q2将试产试销,1
517,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/517/cover.jpg,全国首个宠物航站楼5月起将投入运营，五一暑期在即，“宠物+文旅”热度有望攀升。2025Q1国内线上宠物消费保持高增长，机构预计2027年市场规模有望超4000亿元。受益宠物企业经营数据持续向好，基金超配相关细分板块，机构认为行业高景气持续，看好相关受益标的。,1745976600000,行业风口丨五一“宠物+文旅”热度有望攀升！四千亿宠物经济蓝海，2025Q1国内线上宠物消费保持高增长,1
504,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/504/cover.jpg,跨境支付+昇腾，这家金融设备龙头具备跨境人民币支付资质，可提供数字人民币全栈技术服务，正探索海外牌照布局；旗下控股企业成为昇腾服务器整机合作伙伴，并打造大模型一体机、智审大模型一体机等产品，一体机业务量已达千万级规模。,1745458200000,机构调研丨这家金融设备龙头具备跨境人民币支付资质，已承建广州公共算力中心，一体机业务量已达千万级规模,1
464,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/464/cover.jpg,这家民爆矿服一体化龙头连续8年营收、净利润实现双增；矿服业务在手订单超300亿元，业绩规模增长或迎保障；积极进行民爆产业并购，2024年爆破服务收入全国第一，现有产能位居全国前列；海外业务规模逐步扩大；去年境外业务收入同比暴增43.66%；机构看好公司中长期稳健成长。,1743557400000,机构调研丨这家民爆矿服龙头超300亿元订单在握，民爆业务产能全国前列，营收、净利已连续八年双增,1
465,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/465/cover.jpg,这家智能医疗龙头2024年营收、利润同比双增长。聚焦心脑血管慢病领域，整合“远程健康监测设备+AI软件+医疗服务”。垂直领域大模型落地在即，有望打造核心闭环服务体系。,1743555600000,机构调研丨这家智能医疗龙头2024年营收、利润同比双增，整合AI+可穿戴+医疗，有望实现核心闭环服务,1
367,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/367/cover.jpg,1月以来多日获机构调研，这只机器人概念股近14个交易日反弹涨超48%！公司卡位谐波减速器齿轮，小微型减速器已实现小批量生产交货，已与国内部分人形机器人厂商建立合作，相关产品订单充足，同时将继续追加设备投入。,1738720800000,机构调研丨人形机器人热度不减！这家公司卡位谐波减速器齿轮，相关产品订单充足,1
238,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/238/cover.jpg,近日，国内电感行业龙头获机构密集调研。这家公司三季度营收与利润均创新高，汽车电子业务具备先发优势，AI服务器等新兴业务快速增长。,1731547800000,机构调研丨三季度营收、利润均创新高，这家电感行业龙头汽车电子业务先发优势明显，AI业务有望放量增长,1
83,https://zixuntong-zxg-1301073378.cos.ap-shanghai.myqcloud.com/research_report/83/cover.jpg,这家中药公司核心产品已覆盖超13000家医院，入选多地医药集采，随着各地集采陆续执行，该产品下半年销量有望延续增长。此外，公司积极把握中药茶饮风口，持续布局中药饮片及中药配方颗粒，业务规模有望进一步扩大。,1723514400000,机构调研丨这家中药公司核心产品已覆盖超13000家医院，医药集采有望推动下半年销量持续增长,1
